,content
anger,매일 책 안읽으면 나도 아무것도 안 해주기로 책을 읽는건 노력이야 독서가 자리잡히는 시간이 분명이 필요하다. 힘들어도 가장 먼저 잡혀야 하는 습관 습관이 잡혀야 정독이 가능 책 안읽으면 이제 아무것도 안 해줘 읽으라고도 안 해 일아서 하렴
anger,작년에 장애로 인정이 되었다면 승희가 원하는 중학교에서 거부당하는 일이 없었을텐데 교장선생님이 참 적극적으로도 날 피하고 거부했다(나쁜인간) 어차피 우리 아이들은 해당사항이 없구나 다행히 진주교육청에선 제희를 특교자로 인정해주었다
anger,비가와서 나가지를 못한다고 했냐개!!! 아따 완전이 열받아버리는고마!!! 내.가.지.금.이.렇.게.힘.이.넘.치.는.데!!! 왜 못나가는거냐개!!! 나가고싶다개!!! 미친듯이 뛰고 싶다개!!!!!!!!!!!!!!!!!!
anger,"잊을 수 없죠... 잊지 못하죠... 오히려 더 기억이 생생해지는... 다시는, 다시는, 다시는!!!!!!!!!!! 어른들의 부족함으로 아이들이 희생되지않기를... 미안하고, 미안하고, 미안해.............."
anger,연습 우에ㅔㅔㅔㅔㅔㅔ ?? 맘 잡고 할때는 너무 힘들다. 하나하나 디테일하게 고쳐야 하고 그러다 보면 한번에 안되니 짜증만 나고 ?? 근데 또 잘하고 싶고 욕심내고 .... 진짜 ㅋㅋㅋㅋ 그게 니 매력인가부다
anger,윗층은 모른다.. 아랫층의 고충을....ㅠㅠ 당해본사람만이 안다!! 정말이지... 이 뭐라형용할수없는 기분... 내가 윗층의 바로윗층이고픈 이맘을.... 언제쯤 끝나려나..?? 이러고 30분이란 시간이 흘렀다....ㅜㅜ
anger,"호구처럼 듣고만 있으면 앞에 앉은 사람은 선을 쉽게 넘어버린다. 50m 단거리 경기를 하듯, 뭘 그리 뛰어가는지.. 잡고싶다는 욕구도, 더이상의 분노도 치밀지 않지만 나의 헛헛한 마음을 달래고 싶을 때 나는 글을 적는다."
anger,본인의 잘못을 인정하고 싹싹빌기는 커녕 애교로 무마하려는 자네 안통하네 스트레스 받게 했우니까 머리도 자르고 맛저도 사주는 오빠ㅋㅋㅋㅋㅋ 사고좀 그만치라우!!! 또그러면 혼난다
anger,어제 실밥 푸는줄알고 세상 기뻐했는데... 못풀다니.. 못풀다니..!!!!! 화가난다.. 화가난다...  언제운동하지? 언젲 내손으로 맘대로 요리해서 먹을수 있냐 말이다!!!!!!
anger,오늘은 지구의 날이었어요 그래서 평소 안하던 일을 오늘만이라도 해봤죠. 비록 10~20분이었지만 쓰레기가 정말 많더라고요 쓰레기를 버리지 말하는게 아니에요.. 최소한 쓰레기통에는 버립시다
anger,수요일 모닝루틴 끝 낼 모레.. 사법통역 시험이 있는데.. 아.. 심란하다... 나 어떡하지??... 우주에서 내가 제일 못 하는 것만 같은 늬낌적인 늬낌.. 좌절감이 나를 감싸는 디스모닝…
anger,새 아파트라기엔 몆번째임? 꼭 이사가고 말테야~~~ 내가 원하는 평수 나와라 뚝딱!!!! 씩씩하게 걸어감 간만의 그리고 처음인 짝다리와 다리꼬기의 결과물인가? 왼쪽 다리가 짧다노.. 레기네 몸무게는 왜 줄었지? 
anger,운전만 하면 화가 나시는 분 운전만 하면 화가 나거나 스트레스 받으시는 분 계신가요? 내 앞을 끼어드는 차량으로 인해 욱했던 경험은 모두 있으실텐데요. 우리가 운전만 하면 분노하는 이유는 무엇일까요?
anger,네이버 블로그 챌린지 조기종료의 분노 오늘일기 블로그 챌린지가 조기 종료되면서 많은 이용자들이 분노하면서 만육천원에 분서갱유되었다는 신조어가 나오고 있습니다 후...네이버ㅠㅠ왜그랬어ㅠㅠ증말ㅠㅠ
anger,(분노주의) 폭행 당하고 있는 동양인 구해주는 트위치 스트리머 자전거타고 가다 모르는 사람에게 폭행당한 이 동양인.. 동기는 인종차별 혹은 강도짓으로 추정됩니다... 그리고 용감한 스트리머에겐 박수를
anger,어제부터 오늘 아침까지 자잘하게 화가나는 상황이 생겼다. 화가 자꾸 쌓인다... 이럴때일수록 릴렉스하게 있어야 하지만 오늘 엄한데 성질부릴까 조심스럽다. 금요일에 주말까지 액땜이다 생각하구 좋은일만 있길~
anger,자기가 디오니소스 정도라도 되는 줄 아는 남의편때문에... 나에게 타임머신을 탈 기회가 생긴다면 과거로 넘어가 알콜을 음용할 수 있게 처음으로 만든 발명자를 찾아내 복수하라라....
anger,세상에 이런일이에 나올법한일이~ 나치 수용소도 아니고 애들이 범죄자도 아닌데 어떻게.이럴수있나요 ㅠ 어제.둘째아들.훈련소 입소시키고 왔는데~너무 맘이.아프네요ㅠ 아들가진 부모님들 분노해야합니다
anger,신차 뽑은지 한달만에 돌빵!!!!!!! 무슨 부귀영화를 누리겠다고 프리미엄을 뽑아서 헤드업 디스플레이 유리창은 더비쌈.. 하.... 가 아직 안끝났나? 언제끝나?? 무슨 육재야???
anger,제가 패키지 디자인에 참여한 요플레 토핑 광고가 나왔는데… 모델은 평소에 좋아하던 KCM님과 조동혁님… 근데 지금…두 분 지금 뭐라고 하시는…?
anger,차 이만큼이나 긁고 그냥 가기 있기...?? 25센치정도 긁혔는데 그냥 가버려서 아파트 단지 돌아다니며 찾아서 전화하고 아주 난리 ㅡㅡ 화가난다 화가나 언제 수리하냐고오오오오오오
anger,초등학교때부터 친구인 동네친구가 사진을 한장 보내네요 이제 서로 개인 자차도 있고 성공한 것 같아 기분 좋아 질라고 하는데 다른 사진을 한장 더 보내네요.... 복수 갑니다
anger,그분께 꼭 선물이 되기를 원한다 또 기도해본다 나역시 많이 산 시간은 아니지만 가족을 지키기란 참 쉽지않으면서 참 쉽다 그런데...아무도 가르쳐주않는다 단지 쉬운방법만 가르쳐줄뿐
anger,"당췌 2주동안 무엇을 한 건지 알수가 없는 분노의 세번째 토익 종료, 그리고 쌓여만 가는 애증의 증표들. 졸업을 눈앞에 두고 닿을듯 닿지않는 1등급의 컷트라인. 이 모든것이 희노애락."
anger,길 막히는 퇴근길은 항상 인내심을 필요로 하죠... 하하... <에베벱 나라의 하양반> 이 시리즈 중 4번째 작품입니다! 앞으로 움직임이 들어간 하양반도 만나실 수 있을 거에요 ㅎㅎㅎ
anger,"그림 그리시는 분들은 더더욱 화가 나실 것 같은 썰이네요.. 이번 만화를 그리면서 초딩 하양이를 안아주고 싶었습니당,,ㅎ 고구마 엔딩이지만 지금의 저는 쌈닭입니다"
anger,어니..슈발탱 자꾸 배수구에서 역한냄새 올라오는게 이런문제 때문이었나 씨부렁..ㅡㅡ 덩구녕 물티슈로 안닦으면 뒤지는병들이 있나 비데를 사던지 휴지통에 버리던지해야지 뭔짓이요
anger,어제 하루가 한달같은 시간을 보내고 비가오니 더 우울하고 욱하고 짜증나고 화나고...참...어렵고 화난다! 그래도 이겨낸다!!!아자아자!!
anger,요즘 식단조절 때문인지 감정조절 어렵고 화가 자주 난다. 긍정적인 생각도 힘들다. 근데 식단 때문이라고 하긴에 너무 푸짐하게 먹고 있는데....
anger,21년 4월의 마음 감정의 쓰레기통..... 심란 복잡 우울 분노 창피 하아....... 내가 참 모지란 인간임을 부족한 인간임을 뼈저리게 느끼는 4월이다......
anger,시험이 연장되었다 연장은 누구 어느 배려없는 머리에서 나온거냐 공부와 상콤한 멘탈컨트롤을 방해하는 트롤급 센세들에 극 분노에 머리가 뜨거워지는데 탈모조심
anger,"두고 10분 나갔다 왔는데 분노에차서 부들부들 떨고 짖고 난리 났다;;; 그러고 들어오지도 않는데 내가 여태 키운게 강아지가아니라 개노답이었구나 싶다,,"
