,text,sentiment
89,오늘부로 희망샘학교의 생활은 마지막  년  개월이라는 시간이 어떻게 지나간지도 모르겠다 늘 마지막은 아쉬움이 남는다 좋은 분들과 같이 일할 수 있었음을 감사하고 행복했다 퇴사를 앞두고 제일 아쉬운 게 선생님들을 앞으로 이전처럼 자주 만나지 못하는 게 많이 아쉽다 다들 그동안 정말 감사했습니다 덕분에  년  개월이라는 나름 힘들었던 시간을 웃으며 버틸 수 있었습니다 정말 감사했습니다 앞으로도 자주 만나요 퇴사했다고 왕따시키기 없기  ,joy
90, 매우 예쁘다 sky aesthetic korea cool skyphotography bts               태형  이미 이미  아탄소년단 배우프로필 매우 예쁘다 sky a 일 전   매우 예쁘다 sky aesthetic korea cool skyphotography bts               태형  이미 이미  아탄소년단 배우프로필 ,surprise
91,밝고 꾸밈 없는 미소가 매력적이신 의 저자 과의 을 공개합니다 저자의 신앙 여정과 다양한 사역의 경험들 특별히 청년 사역과 그 중에서도 결혼에 대해 관심을 갖게 된 계기 등을 진솔하고도 유쾌하게 나누어주셨습니다  부 영상도 곧 공개하겠습니다,love
92,현장 왔더니 의상 연결 체크 잘못해서 촬영할 옷이 없어심장이 콩닥 콩닥 그러나 대행사에 대롱 대롱 매달려 다행히 해결오늘따라 여기 원이 많이 보이네빙글빙글 돌아버리는줄  정신단디차리자 쉬운일이없다주말에도일하러나온녀자 열심히하자 영차영차삼성동 일상근데 연출팀이 잘못안거여뜸으앙 부앙  현장 왔더니 의상 연결 체크 잘못해서 년 전   현장 왔더니 의상 연결 체크 잘못해서 촬영할 옷이 없어심장이 콩닥 콩닥 그러나 대행사에 대롱 대롱 매달려 다행히 해결오늘따라 여기 원이 많이 보이네빙글빙글 돌아버리는줄 정신단디차리자쉬운일이없다주말에도일하러나온녀자열심히하자 영차영차삼성동 일상 근데 연출팀이 잘못안거여뜸으앙 부앙  ,anger
93,방탄소년단 우리 정구기 생일 축하해feat빌보드핫      생일 축하해눈 반달로 웃는 이렇게 무해하게 웃는 정꾸 정말 너무 너무 너무 귀엽다 아좋아라   정국아 생일 많이 많이 축하해 하고 싶은거 많은 우리 막내 하고 싶은거 다 하고더 더 One Dream One Chance  일 전  방탄소년단 우리 정구기 생일 축하해feat빌보드핫      생일 축하해눈 반달로 웃는 이렇게 무해하게 웃는 정꾸 정말 너무 너무 너무 귀엽다 아좋아라   정국아 생일 많이 많이 축하해 하고 싶은거 많은 우리 막내 하고 싶은거 다 하고더 더 ,joy
94,엄마 일따라 갔다가 횡재 메인 회를 못찍음삼천포 횟집 존맛탱구리 코끼리카페 마카롱 다이어트 포기엄마 일따라 갔다가 횡재 메인 회  시간 전   엄마 일따라 갔다가 횡재 메인 회를 못찍음삼천포 횟집 존맛탱구리 코끼리카페 마카롱 다이어트 포기 ,sadness
95,고양이 모성애 가족애 있다 없다의 기준고양이 모성애 가족애 있다 없다의 기준 고양이도 새끼에 대한 모성애는 강합니다 물론 가족애도 있습니다 하지만 새끼가 성묘가 되어 며칠 떨어져 지낸 뒤에는 못 알아본 듯 모질게 구는 어미 고양이를 보며 월드펫 동물병원 달 전  고양이 모성애 가족애 있다 없다의 기준고양이 모성애 가족애 있다 없다의 기준 고양이도 새끼에 대한 모성애는 강합니다 물론 가족애도 있습니다 하지만 새끼가 성묘가 되어 며칠 떨어져 지낸 뒤에는 못 알아본 듯 모질게 구는 어미 고양이를 보며 ,love
96,"지금 악개 대 팬덤전체를 갠팬 대 올팬 구도로 바꾸는거 못느끼겠음 이 구도로 바뀌는게 갠팬이나 올팬만의 잘못같음 아니야  들
joy	아아아악 이 아아악 원화가님 그림 너무 좋아  예뻐 
neutral	악독한걸 여기는 안할거라고 생각하지마라 이스라엘이 써서 좋아보이면 여기도 쓴다
joy	언니 멘션 오자마자 폰 꺼져서 잘못본줄 무슨일이야 아니 뭐야 반갑네
surprise	오 그 두번째에도 안도망가고 드러눕는다는 아가
neutral	알티만 해 주시면 추첨을 통해 두분께 깊티 드려요 당발은    진영이가   위권 안에 들었을 때    합니다 반응 없으면 저 혼자 다 머글게요  뇸욤
joy	브랜뉴 라이머 보고있냐 임영민 별 세개에 한국 팬덤 코어도 코언데 중국팬덤도 개짱짱하다 영민바에서 애 광고하는거 보고있냐고
joy	진쨔왜케이뿐거야  만나서 챙피할것같오 
joy	글고 아무리 생각해도 정제현이 그 얼굴에 그 끠지컬로 춤을 잘 추는 것은 진짜 대박 기적같은 일이다 단순히 잘생겻는데 춤을 잘춘다 이 소리가 아니라 걍 딱봐도 춤을 존나 못추게 생겻잖아요 관상이
sadness	다레카 사진 꼬물이 앱 알려쥬세오 
joy	오늘 옐키 수집은 여기까지 오천이 되는 그날까지 수집은 계속됩니다새로운 옐키들 제보 받아요 악개 까빠는 낄자리 아닌거 아니 알아서 피해가삼 그럼 옐키야 사랑해 전 이만 자러 젝나잇들 하시고 꿈에서 오빠들 만나러갑니다 오
joy	사진 합성 대박이네요  
sadness	아악 악 꽃보면 타치가 생각나는 병
joy	저 랑 짱친해욤
anger	자유당 쓰레기들이 국민여론을 무시하면서 대통령에게 반대를 위한 반대를 하며 악을 쓰고 언론플레이 하는 이유새퀴들 내부의 갈등을 감추고 소속 국개들 다잡기 위해서지다 안다 쉐키들아더러븐 족속들
sadness	환장하겟다 자기 광고하는거 왜 몰라 짠해 죽겠어  맨날 스마트폰 들고 살던 앤데 요즘은 그냥 폰도 잘 안 본다는거 아냐  하성운 너 그거 아냐 너 지금 슈스다  직캠    만 넘었고
joy	좋아하면 안아주시오 
joy	 자요마자요 트레버진짜 영화내내 옷도 은근슬쩍 달라지고 많이입고나와서 진짜 저 보는내내 핫토이나오면대박이다 생각했습니다 진짜 통장바친다 팡니인데 안나오면 너무 
joy	오늘 대휘가 대휘 광고 보고는 우와 짱좋아 라며 계속해서 광고판 봄    이거 완전 귀엽잖아 자기가 자기를 쳐다보고 있어 아으윽   ",anger
97,      월 호도야 안녕 다음에 또 올께 하고 인사하고 나오는 꼬맹이들  울 아빈이도 여자들 틈에서 고생많았다  은근 여자애들끼리 논다고 아빈인 은따   사촌들 만나도  명중 유일 혼자 남자인 아빈이는 서러움을 많이 받음   다음엔 아빈이 친구하고 같이오자,joy
98,죄송하지만 직영점이라 그게 원칙이라고 안내드렸음 커피 나오는 거 오래 걸리지 않냐며 계속 짜증내시길래 그거 별로 오래 안 걸려요라고 하니까 다짜고짜 말대꾸하냐 씨발년아라며 욕설 시전   화나서 왜 욕하시냐고,anger
99,성폭행무혐의 혼자서는 밝혀내기 어렵다성폭행무혐의 혼자서는 밝혀내기 어렵다 억울하게 연루된 성범죄 혐의 성폭행무혐의 밝혀내려면 변호인과 함께 하셔야 합니다 상담 필요하신 분들은 다음 글부터 읽어주세요   lechenienarkomanii 출처 법무법인 테헤란 형사 전담센터 달 전  성폭행무혐의 혼자서는 밝혀내기 어렵다성폭행무혐의 혼자서는 밝혀내기 어렵다 억울하게 연루된 성범죄 혐의 성폭행무혐의 밝혀내려면 변호인과 함께 하셔야 합니다 상담 필요하신 분들은 다음 글부터 읽어주세요   lechenienarkomanii 출처 ,sadness
100, 기차타고 서울간다서울나드리 딸이랑데이트itx청춘열차싱가포르에서 지하철 타본것만 기억난다는 그녀무단횡단을 못하시겠다고내 손목을 붙잡고 버티는 바람에 스팀팍팍돌아버리는줄주말육아맘 세딸딸스타그램 기차타고 서울간다서울나드 년 전    기차타고서울간다서울나드리딸이랑데이트itx청춘열차 싱가포르에서 지하철 타본것만 기억난다는 그녀 무단횡단을 못하시겠다고내 손목을 붙잡고 버티는 바람에스팀팍팍 돌아버리는줄주말 육아맘  세딸딸스타그램 ,anger
101,존잘님의 글을 볼 때마다 느끼는 감정    와씨 어떻게 이런 표현을   어떻게 이런 생각을   문장 구성이 어쩜   캐해석 대박적 존잘님 앞에 가면 나오는 피드백  와  진짜 으브브  네네네  공백님도 약먹고 푹 쉬시고 완쾌하세오 다음에는 또 안걸리도록 따뜻하게 입고다니시구요여름인데,joy
102,오빠만 따라와 Σ박력 희므파탈 나는 남자다  내일은 미스터트롯   회             YouTube김희재 나는남자다     년 월  일데뷔   전    오빠만 따라와 Σ박력 희므파탈 나는 남자다  내일은 미스터트롯   회             YouTube김희재 나는남자다     년 월  일데뷔  ,joy
103, 홈트하는여자 이번주는 컨디션 제로라홈트로 저녁에도 홈트해야쥐잉헬스장은 토욜부터 슬슬 가볼까나 근육통무섭다자책하지말자잘하고 있대두애둘맘날씨가다했다 힘들다그만하자 잘하고있어홈트 홈트하는여자 이번주는 컨디 시간 전   홈트하는여자  이번주는 컨디션 제로라홈트로 저녁에도 홈트해야쥐잉헬스장은 토욜부터 슬슬 가볼까나 근육통무섭다자책하지말자잘하고 있대두애둘맘 날씨가다했다힘들다 그만하자잘하고있어 홈트 ,sadness
104,요즘 계속 먹고 먹고 또먹고 라이트커피 믿고 너무 먹는듯  오랫만에 간 올리브 델 쿠치나 음식양보고 놀라고 다먹고 또 놀라고   맛도 좋고 가격도 착하고 가성비좋은 올리브 오랜 맛집만큼 기대를 저버리지 않아요 계속 오래오래 있어줘 델 쿠치나,surprise
105,이것이 오리알이니까끄덕 항상 훈제상태로 만났던 오리를 알로 만나니 무척 낯설구나 너  오리알  이것이 오리알이니까끄덕 항상 훈제 일 전  이것이 오리알이니까끄덕 항상 훈제상태로 만났던 오리를 알로 만나니 무척 낯설구나 너  오리알   ,surprise
106,서울은 한강 라면이지 우리 맛있어서 또 끓여먹고 크루즈타고 서울야경 구경 엄청 하고 동우의 계획은 아주 성공적이였어 벌써 또 서울여행 가고싶다   너무너무 즐거운 추억 만들어줘서 고맙구 앞으로도 좋은거 많이 보러 다니쟈 사랑해 내남친,love
107,태팅 니들 레이스 태팅레이스 니들태팅  도일리 티 매트 티코스터 diy 새로운 취미 새로운 놀이 혼자놀기 어려움 울산 울주군 범서읍 천상 쩡이스타그램 쩡이 스타그램 쪙이쒸 취미스타그램 취미생활 취미 비즈 시드비즈 반지 화려한 팔찌 따소미쒸 취미부자태팅 니들 레이스 태팅레이스  일 전  태팅 니들 레이스 태팅레이스 니들태팅 도일리 티 매트 티코스터 diy 새로운 취미 새로운 놀이 혼자놀기 어려움 울산 울주군 범서읍 천상 쩡이스타그램 쩡이 스타그램 쪙이쒸 취미스타그램 취미생활 취미 비즈 시드비즈 반지 화려한 팔찌 따소미쒸 취미부자 ,sadness
108, 휴가 삼일 동안 던진 힐삼 모음편진짜 딱 한번 엉겁결에 잡힌거 빼고 죄다 전멸이다  아니 대체 빠지는게 어쩜그리 복붙이냐고이제 들이대는건 거의 빠꾸없이 하게 됐지만 아직 랜딩에 마음의 병이 있나봅니다열렬히 응원해주고 영상 찍어준 hyangki cho 고맙고 이방법 저방법 알려주며 배 몰아준 wakeacademy lesser 고맙습니다계속 하다보면 언젠가 깨달을 날이 오겠죠이런몸치 힐쓰리 어렵다 속상하네 물좋아도똑같음웨이크보드 wakeboard wakeboarding wakeacademy 웨이크아카데미 정인상프로 이우석프로 올스타수상레저 주말보더 직장인보더 취미 빠지 빠지스타그램 보드스타그램 휴가 삼일 동안 던진 힐삼 모음  시간 전   휴가 삼일 동안 던진 힐삼 모음편진짜 딱 한번 엉겁결에 잡힌거 빼고 죄다 전멸이다  아니 대체 빠지는게 어쩜그리 복붙이냐고이제 들이대는건 거의 빠꾸없이 하게 됐지만 아직 랜딩에 마음의 병이 있나봅니다열렬히 응원해주고 영상 찍어준 hyangki cho 고맙고 이방법 저방법 알려주며 배 몰아준 wakeacademy lesser 고맙습니다계속 하다보면 언젠가 깨달을 날이 오겠죠이런몸치 힐쓰리 어렵다 속상하네 물좋아도똑같음웨이크보드 wakeboard wakeboarding wakeacademy 웨이크아카데미 정인상프로 이우석프로 올스타수상레저 주말보더 직장인보더 취미 빠지 빠지스타그램 보드스타그램 ,sadness
109,원더우먼 보실분 알티추첨할게여 흑흑 트레버가 존나 잘생겼습니다 메가박스로 상영관 상관없이 시간 되시는 때로 예매해드려요 보시고 스타트렉도 봐주세요 클파가 매우 잘생겼습니다 당발은 제가 내킬때   ,joy
110, 집가고싶다 눈물 스트레스 힘들다 개고생 배신감 레게노 베이비들 보고싶다 자격증 망했다 우리 이쁘니 귀엽죠 거울샷 셀카 피폐하다   년생 고    살 여고생 좋아요 좋아요반사 팔로우 following followforfollowback 집가고싶다 ᄂ  분 전   집가고싶다 눈물 스트레스 힘들다 개고생 배신감 레게노 베이비들 보고싶다 자격증 망했다 우리 이쁘니 귀엽죠 거울샷 셀카 피폐하다   년생 고    살 여고생 좋아요 좋아요반사 팔로우 following followforfollowback ,sadness
111, 요트 타기  추억 만들기   저  주전 만 해도 지금처럼 코로나 심하지 않았는데  무서웠음    준이 저 손잡이 안  놓음  요트 맨 발로 탐  선착장 바닥에 발 바닥 불나지금은   출퇴근만 겨우 하는   다들 기본만 지키면 될것을  요트 타기  추억 만들기     일 전   요트 타기  추억 만들기   저  주전 만 해도 지금처럼 코로나 심하지 않았는데 무서웠음     준이  저 손잡이 안  놓음 요트  맨 발로 탐  선착장  바닥에 발 바닥 불나지금은   출퇴근만 겨우 하는   다들 기본만 지키면 될것을 ,fear
112,모성애 넘치는 니그로 분양 추천 드려요상계동 ALS 수족관 안의 모성애가 엄청난 니그로 부부 한 성질 하는 니그로 개체들은 본래 치어를 잘 지키기 때문에 모성애 역시도 굉장히 강하여 그 모습을 보고 있으면 짠한 감동까지 느껴지기 때문에 분양 투연맘 스토리 달 전  모성애 넘치는 니그로 분양 추천 드려요상계동 ALS 수족관 안의 모성애가 엄청난 니그로 부부 한 성질 하는 니그로 개체들은 본래 치어를 잘 지키기 때문에 모성애 역시도 굉장히 강하여 그 모습을 보고 있으면 짠한 감동까지 느껴지기 때문에 분양 ,love
113,촛불이 바람에 꺼졌을 때 MBTI별 반응사랑해 밍키뽕 생일 집에서 콕 한 생일 고딩 된 기분   건전 피자 케이크 함께  hbd to me enfp mbti촛불이 바람에 꺼졌을 때 MBTI별  일 전   촛불이 바람에 꺼졌을 때 MBTI별 반응사랑해 밍키뽕 생일 집에서 콕 한 생일 고딩 된 기분   건전 피자 케이크 함께  hbd to me enfp mbti ,surprise
114,한여름 같았던 오늘의 파도 인생이 파도 같다는 말을 몸으로 부딪히며 배운다 전혀 가늠할 수 없는 그 파도에 몸을 싣는다 일어서면 행복한데 다시 일어서기까지 또 힘차게 패들해서 나아가야 한다 좋은 파도를 놓치면 아쉬운데 그것이 끝이 아니니 기대하며 기다린다 마음대로 되지 않는 날이 더 많지만 그것이 파도의 묘미다,joy
115,요즘 밤이 되면 초대 하지 않은 우울이라는 친구가 찾아온다 속이 답답하다 답답한 미래 생각에 재미없는 현실에 이런 생각이 찾아올때 억지로라도 웃어보려고 한다 여러분들은 우울 친구가 찾아올때 어떻게 하시나요,sadness
116,선동당해서 화난거 아닌데 요수니즈 공지가 용주녕 까판 열었고 요수니즈 내 일부 악개들이 거기다 비난댓글을 달았고 관리자가 그걸 한동안 방치함 다같이 뭉쳐서 스밍해도 모자랄 발매일에 대형팬페에서 공공연하게 특정멤 비난하는,anger
117,에어아시아 예약 돌아버리는줄코타키나발루페낭 가는 에어아시아 결제하려다가 돌아버리는 줄 알았음 겨우겨우 하다가 다시 컴퓨터 켜고 엣지 브라우저 들어가서 호주 원화로 결제하는 방법으로 바꾸고 신한 s more 카드로 결제했더니 turq b님의블로그  년 전  에어아시아 예약 돌아버리는줄코타키나발루페낭 가는 에어아시아 결제하려다가 돌아버리는 줄 알았음 겨우겨우 하다가 다시 컴퓨터 켜고 엣지 브라우저 들어가서 호주 원화로 결제하는 방법으로 바꾸고 신한 s more 카드로 결제했더니 ,anger
118,태화강    리길  구간우연히 만나 동행했던 언양에 사시는 황사장님께서 함께 즐겁게 다녀올 수 있어서 기뻣음을 전하며 멋진 사진을 카톡으로 보내주시고 점심값까지 지불해주신데 대하여 감사를 드린다자유를 찾는 삶 달 전  태화강    리길  구간우연히 만나 동행했던 언양에 사시는 황사장님께서 함께 즐겁게 다녀올 수 있어서 기뻣음을 전하며 멋진 사진을 카톡으로 보내주시고 점심값까지 지불해주신데 대하여 감사를 드린다,joy
119,매일매일 얼굴 보여 달라는 엄빠의 태담을 아직 듣지 못했나보다 우리 깜짝이 보려하면 할수록 얼굴을 파뭍어 주시는 그래   주를 기다렸는데   주까지 못기다리랴 아님 태어나면 얼굴 보여줄꺼니 그래두 머리몸무계팔다리 모든게 주수에 맞게 딱딱 잘 크고 있다니 뿌듯 엄마아빠는 그저 우리 깜짝이가 건강하기만을 기도한단다 몸무계도  kg 돌파했고 엄마는 몸무계 유지중이고 앞으로 세상 밖 나올 때 까지 우리 힘내보장 but 차 통과 실패한 임당검사 일주일뒤에 엄마 꼭 통과할께  시간 병원에 있을 생각하니 벌써부터 죽을맛,sadness
120,병에 걸린 게 분명하다 괜찮지 않은데 괜찮은 척을 너무 잘한다 괜찮지 않다고 말하면 되는데 괜찮다며 웃어 보인다 깔깔 웃고 활짝 미소를 지으며 되려 안부를 묻고 위로를 전한다 온 세포가 다 타버린 연탄 같다 곧 부서질 것 같은 상태로 괜찮다 연신 말하며 웃는다 사실은 아니라고 말하면 되는데,sadness
121, 기분좋게 걸었다고 분명히 근데 왜 직진하다가 길을 건너서다시 직진했는데 원점이 아닌 것인가설마했는데 진짜 버스타고 복귀 돌마로 돌아버리는줄  기분좋게 걸었ᄃ 달 전   기분좋게 걸었다고 분명히 근데 왜 직진하다가 길을 건너서다시 직진했는데 원점이 아닌 것인가설마했는데 진짜 버스타고 복귀 돌마로 돌아버리는줄  ,anger
122, 살 생일 선물 생일을 축하해 살 생일 선물 생일을 축하해 안녕하세요  월 일은 사랑하는 딸 세돌 나이는  살이지만  번째 생일이라 아빠품에서 신나게 셀프 축하 노래 부르고 야무지게 후 아빠의 도움으로 쓰윽자르고 그렇게 먹고싶던 명랑플라워 하루하루한달 전   살 생일 선물 생일을 축하해 살 생일 선물 생일을 축하해 안녕하세요  월 일은 사랑하는 딸 세돌 나이는  살이지만  번째 생일이라 아빠품에서 신나게 셀프 축하 노래 부르고 야무지게 후 아빠의 도움으로 쓰윽자르고 그렇게 먹고싶던 ,joy
123,연신내 소곱창 인생맛집 시봉창   곱창의 역사를 새로쓴다불광소곱창맛집   여기 진짜 맛있어     연신내 특 주차 안된다  근처   군침 돌지 않누  묵은지 리필 느끼할떄 묵은지 묵으면 싸악 된다 아님 대창꼬치  졸맛탱 유니 일기장하루 전  연신내 소곱창 인생맛집 시봉창   곱창의 역사를 새로쓴다불광소곱창맛집   여기 진짜 맛있어     연신내 특 주차 안된다  근처   군침 돌지 않누  묵은지 리필 느끼할떄 묵은지 묵으면 싸악 된다 아님 대창꼬치  졸맛탱 ,surprise
124,오랫만에 횡성친구네일손이부족하다해서 틀알바 하고 옴 시골엔 일손이많이부족하다고그러는데 시간이충분하지가않아서안타까웠음친구여보가 감자전을맛있게해쥬셔서정말맛있게먹엇음 박  일 있는동안 이뿐송아지가태어나기뻣음  월한달 대박날라나 오랫만에 횡성친구네일손이부족하다  일 전  오랫만에 횡성 친구네 일손이부족하다해서  틀 알바  하고 옴 시골엔 일손이 많이 부족하다고 그러는데  시간이충분하지가 않아서 안타까웠음 친구여보가  감자전을맛있게 해쥬셔서 정말맛있게 먹엇음  박   일 있는동안 이뿐 송아지가 태어나 기뻣음    월한달  대박날라나  ,joy
125,운덩일기 모든걸 이걸로 요약 정신상태 몸상태 최악이얌 옷도 뒤집어 입고 언니가 말햐줘서 알아따 손안에서 다터지고 엉엉 울었다 철봉에서도 떠러져따 토투바도  개나 더함  뿌엥 어류겐이나 먹어라 잉 이거시 한국의 얼이다띠발,anger
126,카운트다운시작 드디어 한자리수 이제  주일남은 예정일 출산가방도 다쌌고 준비끝 무섭기도하고 설레기도한데 최근검진에선 아가가 나올기미가 전혀없다고   엄마뱃속이 좋은가보다고 그래서 요즘 다시시작한 시민공원걷기 그리고  층쯤 높이는 그냥 계단오르기 아가 슬슬 방뺄준비를 해야지        ,fear
127,오늘은 즐거운 어린이날 너희들은 소중하고 특별하단다 오늘처럼 많은 사랑과 존중받으며 지혜롭게 잘 자라길 유능한 사람이 아닌 유일한 사람으로 우뚝설 수 있길 바라 어린이날을 진심으로 축하하며 사랑하고 축복해,love
128,너와 함께 있고 싶었어 그저 너와 함께 있고 싶다는 그 생각 하나로 난 너의 부름에 다른 생각하지 않고 달려가 너의 품에 안겨 있는 이순간이 꿈같아 꿈에서 깨지 않으려 애를써 지금 이순간이 끝나지 않길 바라며 깨지 않으려 떠졌던 눈을 다시 감아 꿈에서 깨어나 돌아가는 길 나는 네가 그립다,sadness
129,나혼자 고민해서 답도 안 나오고 죄책감이랑 잘 모르겠는 불안이랑 무서움이랑 미쳐버릴거 같은데 다 내 머릿속에서 일어나는 일이고 생각이 될때쯤엔 이미 한참 망쳐지고 타이밍 지나가고 그냥 아무일도 시작하면 안됐던거 아닐까 나같은게 뭘 할수 있는걸까,sadness
130,교사연수 우리 선생님들은 오늘도 여념없이 모두 열정입니다 주말인데도 불구하고 몬테소리 영어교육에 모두 열공이네요 아침부터 오후 시가 넘도록 연구하고 토론하고열정은    도가 넘네요 선생님들이 힘든만큼 우리아이들은 더 흥미롭고 즐거운 유치원 생활을 하겠지요,joy
131,내가 쓱에 없을때부터 알아봤어야 했는데  평소보다 일찍 나갔는데도 앞에  명이나 있을때도 알아봤어야 했는데  개입고 앞에서 지압이 짤리고  분노에찬 런치박스 미선아 니 인질 여기있다 내 스터드좀 구해줘봐  하아 중나에서   만원인거 실화냐 이럴거면 해외꺼 직구하지,anger
132,eve pbl     client 포기그냥 구겨진종이를 붙들고 우는 여성이 될게요빠따 그랜트 일 전  eve pbl     client 포기 그냥 구겨진종이를 붙들고 우는 여성이 될게요,sadness
133,쇼파벽에 다가 지워지지 않는 싸인펜으로 낙서를아기때도 안하던 짓을  살에조용하다 싶을때 빨리 눈치 챘어야 했는데하벽은 그렇다 치고 가죽쇼파는 어쩔아무리 지우려고 애를 써도 지워지지 않는구나아들아고맙다쇼파를 바꾸고 싶었는데 니가 엄마에게 그 명분을 만들어 주었구나여보건조기식기세척기만 사주면 끝이냐고 했지미안쇼파가 남았어아들은빡쌔 오늘도참을인 돌아버리는줄 제발유치원가 깊은빡침 부산맘 북구맘 원숭이띠아기 아들스타그램   개월아기 볼펜싸인펜싹다갖다버려  살  살아들쇼파벽에 다가 지워지지 않는 싸인펜 달 전    쇼파벽에 다가 지워지지 않는 싸인펜으로 낙서를아기때도 안하던 짓을  살에조용하다 싶을때 빨리 눈치 챘어야 했는데하벽은 그렇다 치고 가죽쇼파는 어쩔아무리 지우려고 애를 써도 지워지지 않는구나아들아고맙다쇼파를 바꾸고 싶었는데 니가 엄마에게 그 명분을 만들어 주었구나여보건조기식기세척기만 사주면 끝이냐고 했지미안쇼파가 남았어아들은빡쌔 오늘도참을인 돌아버리는줄 제발유치원가 깊은빡침 부산맘 북구맘 원숭이띠아기 아들스타그램   개월아기 볼펜싸인펜싹다갖다버려  살  살아들 ,anger
134,인터넷 수업은 넘 어렵다엄마는인터넷 수업은 넘 어렵다엄마는 댓글   하겸이의 성장일기           매일 어니끄가 동영상과 넘 어렵다 난 그냥 유치원에 가면 너무 좋으련만 동영상을 다운 받아서 보여주는데 울 아들 헝가리의 하은이네 달 전  인터넷 수업은 넘 어렵다엄마는인터넷 수업은 넘 어렵다엄마는 댓글   하겸이의 성장일기           매일 어니끄가 동영상과 넘 어렵다 난 그냥 유치원에 가면 너무 좋으련만 동영상을 다운 받아서 보여주는데 울 아들 ,sadness
135,한  년 쯤 못 만난 친구인데 이제 아이 낳고 인생도 되게 잘 살아서 너무 다행이다 나이 들면서 옛날 생각 계속 나오네 얘기하다가 시간 가는줄 모르는 오늘이 너무 즐거웠다 그리고 년동안 연락이 없어도 어색하지 않고 다시 그때처럼 친하게 지낼 수 있어서 고맙다친구,joy
136, 파워포인트 너 시   분까지 제출해야하는데파워포인트가갑자기 동영상 변환이자꾸 저기서 왜 멈추는건데  손에 땀나고심장 벌렁거리고  시간만에 해결컴터 자격증 있으면 뭐해수준은 컴맹인데 온라인 수업 힘들다 코로나야제발좀가줄래음악온라인수업파워포인트동영상만들기힘들다재택근무 파워포인트 너 시   시간 전  파워포인트 너 시   분까지 제출해야하는데파워포인트가갑자기 동영상 변환이자꾸 저기서 왜 멈추는건데  손에 땀나고심장 벌렁거리고  시간만에 해결컴터 자격증 있으면 뭐해수준은 컴맹인데 온라인 수업 힘들다 코로나야제발좀가줄래음악온라인수업파워포인트동영상만들기힘들다재택근무 ,sadness
137, 놉아침부터 원정나가시는 백수언니 공동육아 하러 출바알사랑하는 우리 또또 마음이 좀 단단해지길 바래 니가 하고 싶은대로 해왔었지만 같이 놀면서 거절도 당해보고 뺏겨도 보고 엄마 아닌 사람한테 잔소리도 들어보고 상처도 받아보고 그만큼 마상 이겠지만  또 그만큼 성장하고 있다 생각해유리멘탈이 아니길 바래보는 애미마음이야옆에서 바라보는 애미마음은 찢어지지만앞으로 살아가는 데 꼭 도움이 될거라 생각해현명하고 지혜로운 여우가 되길 바래 또또가정보육으로 인해 잃는 것도 또 그만큼 얻는 것도 많습니다 백수언니가정보육중입니다슬기로운집콕생활공동육아 놉ᄋ  분 전  놉 아침부터 원정나가시는 백수언니 공동육아 하러 출바알사랑하는 우리 또또 마음이 좀 단단해지길 바래 니가 하고 싶은대로 해왔었지만 같이 놀면서 거절도 당해보고 뺏겨도 보고 엄마 아닌 사람한테 잔소리도 들어보고 상처도 받아보고 그만큼 마상 이겠지만  또 그만큼 성장하고 있다 생각해유리멘탈이 아니길 바래보는 애미마음이야옆에서 바라보는 애미마음은 찢어지지만앞으로 살아가는 데 꼭 도움이 될거라 생각해현명하고 지혜로운 여우가 되길 바래 또또가정보육으로 인해 잃는 것도 또 그만큼 얻는 것도 많습니다 백수언니가정보육중입니다슬기로운집콕생활공동육아 ,sadness
138,리부트 기억을 더듬어 다시 맨처음으로 나 혼자서그리고 최초의 첫 해외여행   살의 블라디보스톡    년  월  일 아직도 혼자 집을 나서던 그날 아침을 기억한다 가을 태양은 눈부신데 나는아  어떻게하지 그냥 가지 말까다시 집에 갈까  생각하고 생각했는데 그래 가자 라고 선택하고 결국 공항철도에 몸을 실었다 이후 내가 러시아에서 살며 러시아어를 공부할 수 있게 해줬고 여친 마리아와 수많은 러시아 친구들을 만나게 해줬고 시베리아 횡단열차로 혼자서 대륙횡단을 가능하게 해줬고 유럽 전역을 혼자 돌아다니고 동남아 중앙아시아까지   개의 나라를 혼자서 갈 수 있게 해줬던 그 원동력이 이 태어나서 최초의 혼자 해외여행인 블라디보스톡 혼자 첫여행 이었다   그래서 그런지 나는 아직까지도 한국사람과는 같이 여행을 출발해본적이 한번도 없다   같이의 추억이 아닌 혼자만의 낭만 혼자 맛보는 즐거움 솔플의 최고봉의 의미를 알게됬다    년 전이지만 아직도   월   일에는 항상 추억에 젖는다  사진은 비행기 옆에 탔었던 똑같이 혼자 휴가 왔던 한국 형이 찍어주셨다     시간,joy
139, 홍천은 무궁화의 고장이래요무궁화테마파크 다녀왔어요종류가 많은 무궁화와 종류가 많은 벌을 보며산책했어욥벌이커요 말벌도있고 무서웠음 홍천은 무궁화의 고장이래요무궁한달 전   홍천은 무궁화의 고장이래요무궁화테마파크  다녀왔어요종류가 많은 무궁화와 종류가 많은 벌을 보며산책했어욥벌이커요 말벌도있고 무서웠음 ,fear
140,통증증후군  만성통증   구안와사도 있다없다 계속 반복   손도 얼굴도 다 오른쪽    개월째네 평생 갈지도 모른다구   왼손으로 밥먹구다 왼손으로 하고 있는데 잘 안됨  슬프다  해야한다네 ,sadness
